title,authers,abstract,type,date_pub,journal,date_added,figuers,full_text,citation,interest,reads,or_abt,topic_dist,main_topic,topic_dist_cx,main_topic_cx,topic_dist2,main_topic2,politics_and_economics,sexuality,covid,women,criminology,education,health_medicine,child_family,community_service,t_length_w,a_length_s,a_length_w,abstract_sent,title_sent,a_neg,a_neu,a_pos,a_compound,t_neg,t_neu,t_pos,t_compound,authers_num,date_days,reads_map,cluster
Misoprostol-induced fever and genetic polymorphisms in drug transporters SLCO1B1 and ABCC4 in women of Latin American and European ancestry,"['Ana Alfirevic', 'Jill Durocher', 'Anisa Elati[...]', 'Beverly Winikoff']",misoprostol prostaglandin analogue treatment postpartum hemorrhage termination pregnancy cause high fever genetic susceptibility may play role misoprostol induced fever body temperature woman treated misoprostol termination pregnancy uk n postpartum hemorrhage ecuador n measured genotyping single nucleotide polymorphism candidate gene performed additionally investigated transport radiolabeled misoprostol acid across biological membrane vitro abcc single nucleotide polymorphism r associated misoprostol induced fever misoprostol acid transported across blood brain barrier model mrp slco b genetic variability abcc may contribute misoprostol induced fever pregnant woman original submitted january revision submitted april,Article,5.0,420,Oct 1,0,0,11,7.0,226,"Misoprostol, a prostaglandin analogue used for the treatment of postpartum hemorrhage and termination of pregnancy, can cause high fevers. Genetic susceptibility may play a role in misoprostol-induced fever. Body temperature of women treated with misoprostol for termination of pregnancy in the UK (n = 107) and for postpartum hemorrhage in Ecuador (n = 50) was measured. Genotyping for 33 single nucleotide polymorphisms in 15 candidate genes was performed. Additionally, we investigated the transport of radiolabeled misoprostol acid across biological membranes in vitro. The ABCC4 single nucleotide polymorphism rs11568658 was associated with misoprostol-induced fever. Misoprostol acid was transported across a blood-brain barrier model by MRP4 and SLCO1B1. Genetic variability in ABCC4 may contribute to misoprostol-induced fever in pregnant women. Original submitted 21 January 2015; Revision submitted 24 April 2015.","[0.0, 0.0, 0.0, 0.05269119, 0.0, 0.0, 0.03590884, 0.0, 0.0, 0.0, 0.0, 0.0]",women,"[1.00000e-06 1.00000e-06 1.00000e-06 1.00000e-06 1.00000e-06 1.00000e-06
 1.00000e-06 1.00000e-06 1.00000e-06 1.00000e-06 9.99999e-01 1.00000e-06]",women,"[0.0, 0.0, 0.0, 0.05638517, 0.0, 0.0, 0.03927154, 0.0, 0.0]",women,0.0,0.0,0.0,0.05638517,0.0,0.0,0.03927154,0.0,0.0,19,9,86,"{'neg': 0.018, 'neu': 0.927, 'pos': 0.055, 'compound': 0.4939}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.018,0.927,0.055,0.4939,0.0,1.0,0.0,0.0,4,138.0,1,5
Multidimensional entanglement transport through single-mode fiber,"['Jun Liu', 'Isaac Nape', 'Qainke Wang[...]', 'Andrew Forbes']",global quantum network requires distribution entangled state long distance substantial advance already demonstrated using polarization hilbert space higher dimensionality e g spatial mode light allow higher information capacity per photon spatial mode entanglement transport requires custom multimode fiber limited decoherence induced mode coupling circumvent transporting multidimensional entangled state conventional single mode fiber smf entangling spin orbit degree freedom biphoton pair passing polarization spin photon smf accessing multiple orbital angular momentum orbital subspace realize multidimensional entanglement transport show high fidelity hybrid entanglement preservation smf across multiple dimension confirmed quantum state tomography bell violation measure quantum eraser scheme work offer alternative approach spatial mode entanglement transport facilitates deployment legacy network across conventional fiber,Article,0.0,464,Aug 1,1,1,42,33.0,261,"The global quantum network requires the distribution of entangled states over long distances, with substantial advances already demonstrated using polarization. While Hilbert spaces with higher dimensionality, e.g., spatial modes of light, allow higher information capacity per photon, such spatial mode entanglement transport requires custom multimode fiber and is limited by decoherence-induced mode coupling. Here, we circumvent this by transporting multidimensional entangled states down conventional single-mode fiber (SMF). By entangling the spin-orbit degrees of freedom of a biphoton pair, passing the polarization (spin) photon down the SMF while accessing multiple orbital angular momentum (orbital) subspaces with the other, we realize multidimensional entanglement transport. We show high-fidelity hybrid entanglement preservation down 250 m SMF across multiple 2 × 2 dimensions, confirmed by quantum state tomography, Bell violation measures, and a quantum eraser scheme. This work offers an alternative approach to spatial mode entanglement transport that facilitates deployment in legacy networks across conventional fiber.","[0.02403408, 0.0, 0.00243665, 0.0, 0.0, 0.00259352, 0.027502, 0.0, 0.00157362, 0.0, 0.00087942, 0.00152147]",health_medicine,"[9.99999e-01 1.00000e-06 1.00000e-06 1.00000e-06 1.00000e-06 1.00000e-06
 1.00000e-06 9.99999e-01 1.00000e-06 9.99999e-01 1.00000e-06 1.00000e-06]",politics,"[0.0252710232, 4.97433419e-05, 0.00183341633, 0.0, 0.0, 0.00301714822, 0.0310180175, 0.0, 0.00060616632]",health_medicine,0.0252710232,4.97433419e-05,0.00183341633,0.0,0.0,0.00301714822,0.0310180175,0.0,0.00060616632,6,6,111,"{'neg': 0.044, 'neu': 0.889, 'pos': 0.068, 'compound': 0.4215}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.044,0.889,0.068,0.4215,0.0,1.0,0.0,0.0,4,138.0,1,2
An effective biphase system accelerates hesperidinase-catalyzed conversion of rutin to isoquercitrin,"['Jun Wang', 'An Gong', 'Cai-Feng Yang[...]', 'Fu-An Wu']",isoquercitrin rare natural ingredient several biological activity key precursor synthesis enzymatically modified isoquercitrin emiq enzymatic production isoquercitrin rutin catalyzed hesperidinase feasible however bioprocess hindered low substrate concentration long reaction time thus novel biphase system consisting bmim bf glycine sodium hydroxide ph v v glyceryl triacetate v v initially established isoquercitrin production biotransformation product identified using liquid chromatography mass spectrometry bonding mechanism enzyme substrate inferred using circular dichroism spectrum kinetic parameter highest rutin conversion isoquercitrin yield obtained h reaction route environmentally benign mild biphase system could reused substrate concentration increased fold reaction time reduced three tenth original time three dimensional structure hesperidinase changed biphase system α helix random content reduced β sheet content increased thus developed biphase system effectively strengthen hesperidinase catalyzed synthesis isoquercitrin high yield,Article,5.0,467,Aug 1,1,1,19,10.0,421,"Isoquercitrin is a rare, natural ingredient with several biological activities that is a key precursor for the synthesis of enzymatically modified isoquercitrin (EMIQ). The enzymatic production of isoquercitrin from rutin catalyzed by hesperidinase is feasible; however, the bioprocess is hindered by low substrate concentration and a long reaction time. Thus, a novel biphase system consisting of [Bmim][BF4]:glycine-sodium hydroxide (pH 9) (10:90, v/v) and glyceryl triacetate (1:1, v/v) was initially established for isoquercitrin production. The biotransformation product was identified using liquid chromatography-mass spectrometry, and the bonding mechanism of the enzyme and substrate was inferred using circular dichroism spectra and kinetic parameters. The highest rutin conversion of 99.5% and isoquercitrin yield of 93.9% were obtained after 3 h. The reaction route is environmentally benign and mild, and the biphase system could be reused. The substrate concentration was increased 2.6-fold, the reaction time was reduced to three tenths the original time. The three-dimensional structure of hesperidinase was changed in the biphase system, which α-helix and random content were reduced and β-sheet content was increased. Thus, the developed biphase system can effectively strengthen the hesperidinase-catalyzed synthesis of isoquercitrin with high yield.","[0.00647972, 0.0, 0.00011457, 0.00159029, 0.00178113, 0.0, 0.04782007, 0.0, 0.01140344, 0.00074566, 0.0, 0.00581558]",health_medicine,"[1.00000e-06 1.00000e-06 1.00000e-06 1.00000e-06 1.00000e-06 9.99999e-01
 1.00000e-06 9.99999e-01 9.99999e-01 1.00000e-06 1.00000e-06 9.99999e-01]",criminology,"[0.0106043, 0.0, 0.00067486, 0.00211872, 0.00082419, 0.0, 0.05349813, 0.0, 0.0]",health_medicine,0.0106043,0.0,0.00067486,0.00211872,0.00082419,0.0,0.05349813,0.0,0.0,11,8,125,"{'neg': 0.016, 'neu': 0.839, 'pos': 0.145, 'compound': 0.9287}","{'neg': 0.0, 'neu': 0.763, 'pos': 0.237, 'compound': 0.4767}",0.016,0.839,0.145,0.9287,0.0,0.763,0.237,0.4767,4,138.0,1,2
"Antisense inhibition of microRNA-21 and microRNA-221 in tumor-initiating stem-like cells modulates tumorigenesis, metastasis, and chemotherapy resistance in pancreatic cancer","['Yue Zhao', 'Lu Zhao', 'Ivan Ischenko[...]', 'Peter Camaj']",preliminary study identified small population side population sp cell pancreatic cancer cell stem cell like property able induce fast aggressive tumor formation nude mouse gene expression showed significant difference expression gene sp cell among highly significant difference microrna expression mir mir sp nsp cell identified sp cell identified characterized flow cytometry using hoechst dye staining highly metastatic human pancreatic cancer cell line l pl antagomir transfection performed using mirna mirna antisense oligonucleotides asos followed detection cell apoptosis cell cycle progression chemosensitivity invasion sorted sp cell gemcitabine resistant l pl cell l plgres sp cell orthotopically implanted nude mouse without mirna mirna asos mono combination therapy administration antagomir antagomir significantly reduced sp cell fraction decreased sp cell differentiation downstream gene regulation thereby induced reduction l pl cell proliferation invasion chemoresistance gemcitabine fluorouracil combination asos therapy mirna mirna significantly inhibited primary tumor growth metastasis compared single antagomir treatment especially l plgres sp induced pancreatic tumor growth vivo finding indicate inhibition mir mir appear particularly suitable target stem like subpopulation address specific biological function prom read,Article,5.0,513,Aug 1,1,1,76,41.0,292,"Our preliminary studies identified a small population side population (SP) cells in pancreatic cancer cells with stem cell-like properties, which were able to induce fast and aggressive tumor formation in nude mice. Gene expression analysis showed a significant difference in the expression of more than 1,300 genes in SP cells, among which a highly significant difference in microRNA expression of miR-21 and miR-221 between SP and NSP cells was identified. SP cells were identified and characterized by flow cytometry using Hoechst 33342 dye staining from a highly metastatic human pancreatic cancer cell line (L3.6pl). Antagomir transfection was performed using miRNA-21 and miRNA-221 antisense oligonucleotides (ASOs) and followed by detection of cell apoptosis, cell cycle progression, chemosensitivity, and invasion. Sorted SP cells from gemcitabine-resistant L3.6pl cells (L3.6plGres-SP) cells were orthotopically implanted in nude mice with or without miRNA-21 and miRNA-221 ASOs mono- and combination therapy. The administration of antagomir-21 and antagomir-221 significantly reduced the SP cell fraction, decreased SP cell differentiation, and downstream gene regulation, and thereby induced reduction of L3.6pl cell proliferation, invasion, and chemoresistance against gemcitabine and 5-Fluorouracil. Combination of ASOs therapy against miRNA-21 and miRNA-221 significantly inhibited primary tumor growth and metastasis compared to single antagomir treatment, especially, in L3.6plGres-SP-induced pancreatic tumor growth in vivo. These findings further indicate that the inhibition of miR-21 and miR-221 appear particularly suitable to target stem-like subpopulations and address their specific biological function to prom
… Read more","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09276308, 0.0, 0.0, 0.0, 0.0, 0.0]",health_medicine,"[1.00000e-06 1.00000e-06 1.00000e-06 1.00000e-06 9.99999e-01 9.99999e-01
 9.99999e-01 1.00000e-06 1.00000e-06 1.00000e-06 1.00000e-06 9.99999e-01]",mental_health,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10028396, 0.0, 0.0]",health_medicine,0.0,0.0,0.0,0.0,0.0,0.0,0.10028396,0.0,0.0,21,8,173,"{'neg': 0.116, 'neu': 0.811, 'pos': 0.073, 'compound': -0.8519}","{'neg': 0.289, 'neu': 0.711, 'pos': 0.0, 'compound': -0.7845}",0.116,0.811,0.073,-0.8519,0.289,0.711,0.0,-0.7845,4,138.0,1,2
Effect of vacancy defects on the thermal conductivity of graphene nanoribbons: A molecular dynamics study,"['Xiao-Liang Wang', 'Fangwei Xie', 'Liqiang Zhang[...]', 'Ping Yang']",reverse non equilibrium molecular dynamic rnemd performed compute thermal conductivity armchair graphene nanoribbons agnrs affected vacancy defect atom vacancy defect observed thermal conductivity agnrs find atom vacancy defect decrease thermal conductivity significantly atom vacancy defect located along axial direction agnrs thermal conductivity drop number atom atom vacancy defect increasing atom vacancy defect located along longitudinal direction agnrs reduction thermal conductivity agnrs show pan shape,Article,2.0,268,Aug 1,0,0,4,4.0,259,"The reverse non-equilibrium molecular dynamics (RNEMD) has been performed to compute the thermal conductivity of armchair graphene nanoribbons (AGNRS) affected by vacancy defects. One- and two-atom vacancy defects are observed on the thermal conductivity of AGNRS. We find that one-atom vacancy defects can decrease the thermal conductivity significantly. Two-atom vacancy defects are located along the axial direction of AGNRS, and the thermal conductivity drops with the number of atoms between two-atom vacancies defects increasing. When two-atom vacancy defects are located along the longitudinal direction of AGNRS, the reduction of the thermal conductivity of AGNRS shows a pan shape.","[0.00316814, 0.00034783, 0.0, 0.00047936, 0.00046901, 0.0, 0.01544619, 0.0, 0.0, 0.0, 0.0, 0.0]",health_medicine,"[1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06 1.e-06
 1.e-06 1.e-06]",politics,"[0.00329799, 0.00043899, 0.0, 0.00040173, 0.0, 0.0, 0.01689853, 0.0, 0.0]",health_medicine,0.00329799,0.00043899,0.0,0.00040173,0.0,0.0,0.01689853,0.0,0.0,16,5,64,"{'neg': 0.238, 'neu': 0.711, 'pos': 0.051, 'compound': -0.9042}","{'neg': 0.161, 'neu': 0.714, 'pos': 0.125, 'compound': -0.1531}",0.238,0.711,0.051,-0.9042,0.161,0.714,0.125,-0.1531,4,138.0,1,2
Learning inequalities during the Covid-19 pandemic: how families cope with home-schooling,"['Nicola Pensiero', 'Anthony Kelly', 'Christian Bokhove']",transition face face distance home online schooling likely generate educational loss using understanding society uk household longitudinal study estimate loss pronounced child disadvantaged socio economic background child april month covid lockdown child primary school spent average hour per day schoolwork compromising average offline lesson mix worksheet assignment watching video online lesson plus hour per day support adult child secondary school spent average hour per day schoolwork compromising average offline lesson online lesson plus hour per day support adult focusing combination circumstance common policy relevant see graph found child advantaged family parent work regularly home main parent service class occupation large employer manager professional child computer spent average hour per day school work primary per day secondary pupil disadvantaged child family main parent service class occupation child share computer family member either parent work regularly home hour spent per day school work primary secondary education socio economic difference estimated education loss marked child primary education advantaged family los read,Article,1.0,569,Feb 23,0,1,7,12.0,896,"The transition from face-to-face to distance (home and online) schooling is likely to generate educational loss. Using data from Understanding Society, the UK Household Longitudinal Study, we estimate that loss to be more pronounced for children from disadvantaged socio-economic backgrounds than for other children. In April 2020, one month into the COVID-19 lockdown: - Children in primary schools spent on average 2.4 hours per day doing schoolwork (compromising on average 2.2 offline lessons - a mix of worksheets, assignments and watching videos – and 0.6 online lessons) plus 2 hours per day of support from adults. - Children in secondary schools spent on average 3 hours per day doing schoolwork (compromising on average 2.3 offline lessons and 1 online lesson) plus 0.9 hours per day of support from adults. - Focusing on combinations of circumstances which are both common and policy relevant (see graphs), we found that children in the most advantaged families, where both parents work regularly from home, the main parent[1] is in a ‘service class’ occupation (large employers, managers of professionals) and the children have their own computer spent on average 2.9 hours per day on school work for primary and 3.8 per day for secondary pupils. More disadvantaged children in families where the main parent is not in a service class occupation, where the child has to share a computer with other family members and either parent does not work regularly from home, the hours spent per day on school work are 2.3 for primary and 2.6 for secondary education. Socio-economic differences in the estimated education loss are marked. - For children in primary education, those from the most advantaged families will have los
… Read more","[0.0, 0.0, 0.0, 0.0, 0.0, 0.09405573, 0.0, 0.25399916, 0.0, 0.0, 0.0, 0.0]",child_family,"[1.00000000e-06 9.99999000e-01 9.99999000e-01 9.99999000e-01
 1.00000000e-06 1.00000000e-06 9.99999000e-01 1.00000000e-06
 1.00000000e-06 1.00000000e-06 1.00000000e-06 2.55388941e-03]",covid,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.09980843, 0.0, 0.2715581, 0.0]",child_family,0.0,0.0,0.0,0.0,0.0,0.09980843,0.0,0.2715581,0.0,12,8,158,"{'neg': 0.088, 'neu': 0.841, 'pos': 0.071, 'compound': -0.2263}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.088,0.841,0.071,-0.2263,0.0,1.0,0.0,0.0,3,306.0,1,8
Fears of compassion magnify the harmful effects of threat of COVID-19 on mental health and social safeness across 21 countries,"['Marcela Matos', 'Kirsten Mcewan', 'Martin Kanovsky[...]', 'Paul Gilbert']",background covid pandemic massive global health crisis damaging consequence mental health relationship exploring factor may heighten buffer risk mental health problem context thus critical whilst compassion may protective factor contrast fear compassion increase vulnerability psychosocial distress may amplify impact pandemic mental health study explores magnifying effect fear compassion impact perceived threat covid depression anxiety stress safeness method adult participant general population n recruited across country worldwide completed self report measure perceived threat covid fear compassion self others others depression anxiety stress safeness result perceived threat covid predicted increased depression anxiety stress three flow fear compassion predicted higher level depression anxiety stress lower safeness fear compassion moderated heightened impact perceived threat covid psychological distress fear compassion others moderated effect likelihood contracting covid safeness effect consistent across country conclusion fear compassion universal magnifying effect damaging impact covid pandemic mental health safeness compassion focused intervention communication could implemented reduce resistance compassion promote mental wellbeing following pandemic,Article,1.0,98,Apr 20,0,1,6,27.6,475,"Background: The COVID-19 pandemic is a massive global health crisis with damaging consequences to mental health and social relationships. Exploring factors that may heighten or buffer the risk of mental health problems in this context is thus critical. Whilst compassion may be a protective factor, in contrast fears of compassion increase vulnerability to psychosocial distress and may amplify the impact of the pandemic on mental health. This study explores the magnifying effects of fears of compassion on the impact of perceived threat of COVID-19 on depression, anxiety and stress, and social safeness. Methods: Adult participants from the general population (N = 4057) were recruited across 21 countries worldwide, and completed self-report measures of perceived threat of COVID-19, fears of compassion (for self, from others, for others), depression, anxiety, stress, and social safeness. Results: Perceived threat of COVID-19 predicted increased depression, anxiety and stress. The three flows of fears of compassion predicted higher levels of depression, anxiety and stress and lower social safeness. All fears of compassion moderated (heightened) the impact of perceived threat of COVID-19 on psychological distress. Only fears of compassion from others moderated the effects of likelihood of contracting COVID-19 on social safeness. These effects were consistent across all countries. Conclusions: Fears of compassion have a universal magnifying effect on the damaging impact of the COVID-19 pandemic on mental health and social safeness. Compassion focused interventions and communications could be implemented to reduce resistances to compassion and promote mental wellbeing during and following the pandemic.","[0.0, 0.0, 0.29259372, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",covid,"[1.00000000e-06 9.99999000e-01 1.32028722e-06 1.00000000e-06
 9.99999000e-01 1.00000000e-06 1.00000000e-06 1.00000000e-06
 9.99999000e-01 1.00000000e-06 1.00000000e-06 9.99999000e-01]",covid,"[0.0, 0.0, 0.3049872, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",covid,0.0,0.0,0.3049872,0.0,0.0,0.0,0.0,0.0,0.0,20,12,153,"{'neg': 0.391, 'neu': 0.401, 'pos': 0.209, 'compound': -0.9925}","{'neg': 0.224, 'neu': 0.578, 'pos': 0.199, 'compound': -0.1779}",0.391,0.401,0.209,-0.9925,0.224,0.578,0.199,-0.1779,4,250.0,1,3
Validation of the greek version of the body image-acceptance and action questionnaire,"['Maria Karekla', 'Evangelia Z. Mavraki', 'Patrisia Nikolaou', 'Maria Koushiou']",present study aimed examine psychometric property factorial structure greek version body image acceptance action questionnaire bi aaq bi aaq ass cognitive flexibility acceptance relative body image sample female middle high school sample n age sd college student sample n age sd cyprus completed set self reported eating related questionnaire reliability showed greek bi aaq high internal consistency good item total correlation principal component sample confirmatory factor sample supported factor solution case original bi aaq hierarchical multiple regression predicting eating disorder behavior assessed ede q weight concern wcs bi aaq score controlling bmi produced significant model accounted variance bi aaq remained significant predictor eating disorder behavior controlling bmi weight concern score greek version bi aaq questionnaire thus robust reliable instrument add previous knowledge role psychological flexibility acceptance body image eating disorder behaviour psychological difficulty,Article,0.0,522,Aug 1,1,1,3,7.2,279,"The present study aimed to examine the psychometric properties and factorial structure of the Greek version of the Body Image-Acceptance and Action Questionnaire (BI-AAQ). The BI-AAQ assesses cognitive flexibility and acceptance relative to body image. Two samples: an all female middle and high school sample (N = 85; Age M = 17.97, SD = 2.74) and a college student sample (N = 240; Age M = 21.50; SD = 2.98) in Cyprus completed a set of self-reported eating-related questionnaires. Reliability analysis showed that the Greek BI-AAQ has high internal consistency and good item-total correlations. Principal Component Analysis (Sample 1) and Confirmatory Factor Analysis (Sample 2) supported a one-factor solution, as in the case of the original BI-AAQ. Hierarchical multiple regression predicting eating disorder behaviors (as assessed by the EDE-Q) from Weight Concerns (WCS) and BI-AAQ scores after controlling for BMI, produced a significant model, which accounted for 67% of variance. The BI-AAQ remained a significant predictor of eating disorder behaviors after controlling for BMI and weight concerns scores. The Greek version of the BI-AAQ questionnaire is thus a robust and reliable instrument. It adds to previous knowledge and research on the role of psychological flexibility and acceptance of body image in eating disorder behaviours and psychological difficulties.","[0.0, 0.00084093, 0.01301044, 0.00214455, 0.0, 0.02380317, 0.11146877, 0.00033336, 0.0, 0.0, 0.0, 0.0]",health_medicine,"[1.00000000e-06 1.00000000e-06 9.99999000e-01 1.00000000e-06
 9.99999000e-01 1.76396334e-05 1.00000000e-06 1.00000000e-06
 1.49339947e-06 1.00000000e-06 1.00000000e-06 9.99999000e-01]",education,"[0.0, 0.00086276, 0.01279791, 0.0015324, 0.0, 0.02425421, 0.12336655, 0.0, 0.0]",health_medicine,0.0,0.00086276,0.01279791,0.0015324,0.0,0.02425421,0.12336655,0.0,0.0,12,9,133,"{'neg': 0.089, 'neu': 0.722, 'pos': 0.189, 'compound': 0.9118}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.089,0.722,0.189,0.9118,0.0,1.0,0.0,0.0,4,138.0,1,2
The Avoidance and Fusion Questionnaire for Youths AFQ-Y8 Validation in Greek-speaking adolescents,"['Vasilis S. Vasiliou', 'Maria Koushiou', 'Maria Karekla', 'Anthi Loutsiou']",current study evaluates whether avoidance fusion questionnaire youth afq suitable measuring psychological inflexibility greek speaking adolescent n based previous underlying theory acceptance commitment therapy act initial item scale afq converged short item scale youth greco lambert baer short version afq questionnaire afq afq adapted greek administered high school student mean age sd context larger study result merged examine questionnaire psychometric property exploratory factor principal component extraction oblique rotation revealed single factor accounting variability reliability showed cronbachs alpha coefficient factor next step ensure afq correlated theoretically expected outcome concurrent predictive validity thus result presented explanation predictive convergent validity testing afq related unrelated measure based result afq appears adequate internal consistency greek speaking population conclusion greek afq useful tool evaluating psychological inflexibility group based adolescent theoretical clinical implication discussed,Poster,1.0,569,Aug 1,0,1,1,22.6,936,"The current study evaluates whether the Avoidance and Fusion Questionnaire for Youth (AFQ-Y8) is suitable for measuring psychological inflexibility in Greek speaking adolescents (N=1019). Based on previous underlying theory of Acceptance and Commitment Therapy (ACT), the initial 50-item scale of AFQ converged into a short 8-item scale for youth (Greco, Lambert, & Baer 2008). The short version of the AFQ questionnaire (AFQ-Y8) was used. The AFQ was adapted in Greek and administered to high school students (mean age=14.79, SD=1.058) in the context of two larger studies from which results were merged to examine the questionnaires’ psychometric properties. An exploratory factor analysis with principal components extraction and an oblique rotation revealed a single factor accounting for 43.08% of the variability. A reliability analysis showed a Cronbach’s alpha coefficient of .81 for the factor. The next step was to ensure that the AFQ-Y8 is correlated with theoretically expected outcomes (concurrent and predictive validity), thus, results will be presented as an explanation for its predictive and convergent validity testing the AFQ-Y8 with related and unrelated measures. Based on the results, AFQ-Y8 appears to have adequate internal consistency in the Greek speaking population. In conclusion, the Greek AFQ-Y8 is a useful tool in evaluating psychological inflexibility and for group-based research in adolescents. Theoretical and clinical implications will be discussed.","[0.0, 0.0, 0.00010504, 0.0, 0.00582528, 0.04247231, 0.0990669, 0.0, 0.0, 0.0, 0.0, 0.0]",health_medicine,"[1.00000e-06 1.00000e-06 9.99999e-01 1.00000e-06 9.99999e-01 1.00000e-06
 1.00000e-06 1.00000e-06 1.00000e-06 1.00000e-06 1.00000e-06 9.99999e-01]",education,"[0.0, 0.0, 0.00012383, 0.0, 0.00108658, 0.04440698, 0.10871313, 0.0, 0.0]",health_medicine,0.0,0.0,0.00012383,0.0,0.00108658,0.04440698,0.10871313,0.0,0.0,12,10,127,"{'neg': 0.02, 'neu': 0.884, 'pos': 0.096, 'compound': 0.8519}","{'neg': 0.197, 'neu': 0.803, 'pos': 0.0, 'compound': -0.4019}",0.02,0.884,0.096,0.8519,0.197,0.803,0.0,-0.4019,4,138.0,1,2
ARISTOTLE'S VISION OF POLITICAL EUDAIMONIA QUA THE DIVINE IN ETHICA NIKOMACHEA,['Pavlos E Michaelides'],firstly explores aristotle moral vision eudaimonia happiness ethica nichomachea en ensuing discussion point life excellence arête classical greek philosophy culminates attainment eudemonic equivocating likeness divine highest possible degree go disclose significant difference concerning happiness moral political philosophy aristotle predecessor socrates plato turn present inquiry explores aristotle claim en education sufficient number citizen superior refinement best accomplishes human flourishing private public sphere according aristotle paramount achievement eudaimonia individual city state happens moral intellectual education citizen refinement political science politike episteme consequently present exploration carefully investigates crux aristotle vision educating citizen quality aspect ethic best illumines holistic aim scope curriculum proposed study politike episteme science integrating science finally present endeavor explores superiority aristotle allots contemplative divine theoria latter part ethical treatise book x establishes hierarchy phrõnesis practical wisdom theoria contemplative wisdom ascertaining higher standing latter claim inevitably lead paradox nevertheless considers perhaps contemplative wisdom surpasses divine reason therefore form duality lower read,Article,1.0,569,"Dec 28, 2020",0,1,0,1.1,249,"This paper firstly explores Aristotle's moral vision of eudaimonia or 'happiness' in Ethica Nichomachea (EN). The ensuing discussion points out that the life of excellence (arête) in all classical Greek philosophy culminates in the attainment of eudemonic being, equivocating likeness to the divine to the highest possible degree. The paper goes on to disclose significant differences concerning happiness between the moral and political philosophy of Aristotle and that of his predecessors, Socrates, and Plato. In turn, the present inquiry explores Aristotle's claim in EN that the education of a sufficient number of citizens of superior refinement best accomplishes human flourishing in both the private and public spheres. According to Aristotle, the paramount achievement of eudaimonia in individuals and the city-state happens through the moral and intellectual education of citizens of refinement in political science (politike episteme). Consequently, the present exploration carefully investigates the crux of Aristotle's vision of educating citizens of quality as this aspect of his ethics best illumines the holistic aim scope and curriculum of his proposed study in politike episteme (the science integrating all sciences). Finally, the present endeavor explores the superiority that Aristotle allots to contemplative or divine theoria in the latter part of his ethical treatise (Book X.7-8), where, he establishes a hierarchy between phrõnesis (practical wisdom) and theoria (contemplative wisdom), ascertaining the higher standing of the latter, a claim that inevitably leads him into paradox. Nevertheless, he also considers that perhaps contemplative wisdom surpasses divine reason, therefore, any form of duality between 'lower' an
… Read more","[0.04526166, 0.0, 0.0, 0.0, 0.0, 0.02560807, 0.00435409, 0.0, 0.0, 0.0, 0.0, 0.0]",politics,"[9.99999000e-01 1.00000000e-06 9.99999000e-01 9.99999000e-01
 9.99999000e-01 2.15598247e-06 1.00000000e-06 1.00000000e-06
 1.00000000e-06 1.00000000e-06 1.00000000e-06 1.00000000e-06]",politics,"[0.04531498, 0.0, 0.0, 0.0, 0.0, 0.0294715, 0.00469257, 0.0, 0.0]",politics_and_economics,0.04531498,0.0,0.0,0.0,0.0,0.0294715,0.00469257,0.0,0.0,12,8,150,"{'neg': 0.018, 'neu': 0.641, 'pos': 0.341, 'compound': 0.9959}","{'neg': 0.0, 'neu': 0.616, 'pos': 0.384, 'compound': 0.6808}",0.018,0.641,0.341,0.9959,0.0,0.616,0.384,0.6808,1,363.0,1,4
