title,authers,abstract,type,date_pub,journal,date_added,figuers,full_text,citation,interest,reads,or_abt,topic_dist,main_topic,topic_dist_cx,main_topic_cx,topic_dist2,main_topic2,politics_and_economics,sexuality,covid,women,criminology,education,health_medicine,child_family,community_service,t_length_w,a_length_s,a_length_w,abstract_sent,title_sent,a_neg,a_neu,a_pos,a_compound,t_neg,t_neu,t_pos,t_compound,authers_num,date_days
Verapamil enhances the antiproliferative effect of chemotherapeutic reagents and inhibits tumor growth of chemoresistant side population in pancreatic cancer,"['Liang Zhao', 'Y Zhao', 'Bettina Schwarz-Mörtl[...]', 'AG Bruns']",introduction verapamil l type calcium channel blocker treatment hypertension angina pectoris cardiac arrhythmia recently cluster headache increasing evidence show verapamil able enhance cytotoxic effect certain chemotherapy reverse multidrug resistance competitively inhibiting drug transport p glycoprotein side population sp small subtype tumor cell stem like property could substantially blocked verapamil study focus therapeutic potential verapamil stem like sp cell positive effect chemotherapy promoter pancreatic cancer material method highly metastatic pancreatic cancer cell line l pl gemcitabine resistant variant l plgem developed validated ic determination hoechst staining detect sp proportion sensitive resistant l pl cell proliferation assay clonogenic assay migration assay apoptosis assay performed presence verapamil alone combined gemcitabine treatment sp cell sorted l plgem implanted orthotopically nude mouse treated verapamil daily p injection result continuous treatment gemcitabine ic l plgem significantly increased ng ml ng ml p e parallel percentage sp cell rose p e verapamil treatment inhibited cell proliferation sensitive resistant cell increased chemosensitivity gemcitabine week daily therapy verapamil vivo indicated significant inhibition primary tumor growth read,Article,2.0,564,,0,0,0,0.0,6,"Introduction: Verapamil is an L-type calcium channel blocker and has been used in the treatment of hypertension, angina pectoris, cardiac arrhythmia, and most recently, cluster headaches. Increasing evidence shows that Verapamil is able to enhance the cytotoxic effect of certain chemotherapies and reverse multidrug resistance by competitively inhibiting drug transport through P-glycoprotein. The side population (SP) is a small subtype of tumor cells with stem-like properties which could substantially be blocked by verapamil. In this study, we focus on the therapeutic potential of verapamil on stem-like SP cells and its positive effect as a chemotherapy promoter in pancreatic cancer. Material and methods: From the highly metastatic pancreatic cancer cell line L3.6pl a gemcitabine resistant variant (L3.6plGem) was developed and further validated by IC-50 determination. Hoechst33342 staining was used to detect the SP proportion in both sensitive and resistant L3.6pl cells. Proliferation assays, clonogenic assays, migration assays and apoptosis assays were performed in the presence of verapamil alone and combined with gemcitabine treatment. SP cells sorted from L3.6plGem were implanted orthotopically in nude mice and treated with verapamil by daily i.p injections. Results: After continuous treatment with gemcitabine, the IC50 of L3.6plGem significantly increased from 6.11ng/ml±0.93 to 119.77ng/ml±5.12 (p<1E-9). In parallel, the percentage of SP cells rose from 0.9%±0.22 to 5.38%±0.99 (p<5E-17). Verapamil treatment inhibited cell proliferation in both sensitive and resistant cells and increased chemosensitivity to gemcitabine. After 4 weeks daily therapy with verapamil, the in vivo data indicated a significant inhibition of primary tumor growth
… Read more","[0.0, 0.00250172, 0.0, 0.0, 0.0, 0.0, 0.09178217, 0.0, 0.0, 0.0, 0.0, 0.00151552]",health_medicine,"[1.00000000e-06 1.00000000e-06 1.00000000e-06 1.00000000e-06
 9.99999000e-01 1.00455228e-06 9.99999000e-01 1.00000000e-06
 1.00000000e-06 9.99999000e-01 1.00000000e-06 9.99999000e-01]",mental_health,"[0.0, 0.0027627, 0.0, 0.0, 0.0, 0.0, 0.09938085, 0.0, 0.0]",health_medicine,0.0,0.0027627,0.0,0.0,0.0,0.0,0.09938085,0.0,0.0,19,12,167,"{'neg': 0.129, 'neu': 0.741, 'pos': 0.13, 'compound': -0.2006}","{'neg': 0.336, 'neu': 0.566, 'pos': 0.098, 'compound': -0.743}",0.129,0.741,0.13,-0.2006,0.336,0.566,0.098,-0.743,4,
"Italian Mafias Today: Territory, Business and Politics (Book Review, in Criminal Law and Criminal Justice Books a joint project of Rutgers School of Law and Rutgers School of Criminal Justice).",['Emanuele Sclafani'],still today italian mafia widely dismissed italian problem despite vast evidence criminal group expanded well beyond italy base business italian mafia today provides comprehensive date overview evolution italian organised crime multifaceted phenomenon contribution different international expert,Article,,569,Feb 16,0,1,0,0.0,75,'Still today Italian mafias are widely dismissed as ‘an Italian problem' despite vast evidence that these criminal groups have expanded well beyond Italy as their base for business.’ Italian Mafias Today provides a comprehensive and up-to-date overview of the evolution of Italian organised crime as a multifaceted phenomenon through the contribution of different international experts.,"[0.0178731442, 0.00396383355, 0.000265959483, 0.000561482286, 3.33013667e-05, 0.0, 0.00122689304, 0.0, 0.00116138529, 0.0498557909, 0.0, 0.0143186274]",criminology,"[1.00000000e-06 1.00000000e-06 1.00000000e-06 1.00000000e-06
 1.00000000e-06 9.99999000e-01 1.00000000e-06 1.00000000e-06
 3.23427224e-06 2.30489723e-06 1.00000000e-06 1.00000000e-06]",criminology,"[0.02011369, 0.00347786, 0.0, 0.00343837, 0.05551932, 0.0, 0.00189478, 0.0, 0.0]",criminology,0.02011369,0.00347786,0.0,0.00343837,0.05551932,0.0,0.00189478,0.0,0.0,36,1,36,"{'neg': 0.141, 'neu': 0.703, 'pos': 0.156, 'compound': -0.0834}","{'neg': 0.264, 'neu': 0.648, 'pos': 0.088, 'compound': -0.7783}",0.141,0.703,0.156,-0.0834,0.264,0.648,0.088,-0.7783,1,313.0
Multidimensional entanglement transport through single-mode fiber,"['Jun Liu', 'Isaac Nape', 'Qainke Wang[...]', 'Andrew Forbes']",global quantum network requires distribution entangled state long distance substantial advance already demonstrated using polarization hilbert space higher dimensionality e g spatial mode light allow higher information capacity per photon spatial mode entanglement transport requires custom multimode fiber limited decoherence induced mode coupling circumvent transporting multidimensional entangled state conventional single mode fiber smf entangling spin orbit degree freedom biphoton pair passing polarization spin photon smf accessing multiple orbital angular momentum orbital subspace realize multidimensional entanglement transport show high fidelity hybrid entanglement preservation smf across multiple dimension confirmed quantum state tomography bell violation measure quantum eraser scheme work offer alternative approach spatial mode entanglement transport facilitates deployment legacy network across conventional fiber,Article,0.0,464,,1,1,42,33.0,261,"The global quantum network requires the distribution of entangled states over long distances, with substantial advances already demonstrated using polarization. While Hilbert spaces with higher dimensionality, e.g., spatial modes of light, allow higher information capacity per photon, such spatial mode entanglement transport requires custom multimode fiber and is limited by decoherence-induced mode coupling. Here, we circumvent this by transporting multidimensional entangled states down conventional single-mode fiber (SMF). By entangling the spin-orbit degrees of freedom of a biphoton pair, passing the polarization (spin) photon down the SMF while accessing multiple orbital angular momentum (orbital) subspaces with the other, we realize multidimensional entanglement transport. We show high-fidelity hybrid entanglement preservation down 250 m SMF across multiple 2 × 2 dimensions, confirmed by quantum state tomography, Bell violation measures, and a quantum eraser scheme. This work offers an alternative approach to spatial mode entanglement transport that facilitates deployment in legacy networks across conventional fiber.","[0.02403408, 0.0, 0.00243665, 0.0, 0.0, 0.00259352, 0.027502, 0.0, 0.00157362, 0.0, 0.00087942, 0.00152147]",health_medicine,"[9.99999e-01 1.00000e-06 1.00000e-06 1.00000e-06 1.00000e-06 1.00000e-06
 1.00000e-06 9.99999e-01 1.00000e-06 9.99999e-01 1.00000e-06 1.00000e-06]",politics,"[0.0252710232, 4.97433419e-05, 0.00183341633, 0.0, 0.0, 0.00301714822, 0.0310180175, 0.0, 0.00060616632]",health_medicine,0.0252710232,4.97433419e-05,0.00183341633,0.0,0.0,0.00301714822,0.0310180175,0.0,0.00060616632,6,6,111,"{'neg': 0.044, 'neu': 0.889, 'pos': 0.068, 'compound': 0.4215}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.044,0.889,0.068,0.4215,0.0,1.0,0.0,0.0,4,
Synergistic ferroptosis and macrophage re-polarization using engineering exosome-mimic M1 nanovesicles for cancer metastasis suppression,"['Ping Li', 'Mengqiu Gao', 'Zijian Hu[...]', 'Yueqing Gu']",ferroptosis proved effective cancer metastasis treatment lack internal ferric aggregation sufficient catalysis desired site astrict therapeutic application herein macrophage engineered regulated ccr expression employed fe nanoparticles carrier modified macrophage extruded exosome mimic nanovesicles denoted ccr fe nv preferential delivery compared derived exosomes ccr fe nv exhibit favorable modification production efficiency obtained large quantity moreover correlative vivo vitro measurement find ccr fe nv recruited metastatic lesion ccr ccl axis analogous mature macrophage delivered fe nanoparticles related factor e gh serve catalyzer fenton reaction facilitate ferroptosis tumor collectively induce macrophage polarization thereby provoke tumor specific immune response nano fenton reactor well nano repolarizer proved cooperatively efficient already formed lung metastasis mouse model shed light exploration synergistic strategy cancer metastasis management,Article,1.0,85,,0,0,7,4.0,42,"Ferroptosis has been proved effective in cancer metastasis treatment, while the lack of internal ferric aggregation and sufficient catalysis at desired sites astrict the further therapeutic applications. Herein, M1 macrophages engineered with up-regulated CCR2 expression are employed as Fe3O4 nanoparticles carrier. Modified macrophages are further extruded into exosome-mimic nanovesicles (denoted as CCR2(+)-Fe-M1-Nvs) for preferential delivery. Compared with M1-derived exosomes, CCR2(+)-Fe-M1-Nvs exhibit favorable modification and production efficiency, and can be obtained in large quantity. Moreover, correlative in vivo and in vitro measurements find that CCR2(+)-Fe-M1-Nvs are recruited in the metastatic lesion through CCR2-CCL2 axis which is analogous to mature macrophages. Delivered Fe3O4 nanoparticles and M1-related factors (e.g·H2O2) serve as catalyzer of Fenton Reaction and facilitate ferroptosis in tumor, which collectively induce macrophages re-polarization thereby provoke tumor-specific immune response. Such nano-Fenton reactor as well as M2 nano-repolarizer are proved cooperatively efficient in already formed lung metastasis mice model and shed lights on the exploration of synergistic strategies for cancer metastasis management.","[0.00383702, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04405156, 0.0, 0.00283163, 0.00091452, 0.0, 0.0]",health_medicine,"[1.00000000e-06 1.00000000e-06 9.99999000e-01 1.00000000e-06
 9.99999000e-01 6.58274071e-05 9.99999000e-01 9.99999000e-01
 1.00000000e-06 1.00000000e-06 1.00000000e-06 9.99999000e-01]",education,"[0.0042335, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04848107, 0.0, 0.0]",health_medicine,0.0042335,0.0,0.0,0.0,0.0,0.0,0.04848107,0.0,0.0,14,7,118,"{'neg': 0.132, 'neu': 0.71, 'pos': 0.157, 'compound': 0.1531}","{'neg': 0.253, 'neu': 0.747, 'pos': 0.0, 'compound': -0.6597}",0.132,0.71,0.157,0.1531,0.253,0.747,0.0,-0.6597,4,
Principles and State of the Art of Agent-Based Migration Modelling,"['Martin Hinsch', 'Jakub Bijak']",migration individual behaviour well macro level phenomenon happens part hugely complex system understanding migration consequence therefore necessitates adopting careful analytical approach using appropriate tool agent based model still model specific question attempt answer provides general discussion key tenet related modelling complex system followed current state art simulation modelling migration subsequent focus discussion key principle modelling migration process context occur allows identifying main knowledge gap existing approach providing practical advice modeller introduce model migration route formation subsequently running example throughout book,Chapter,,569,,0,1,0,0.0,7,"Migration as an individual behaviour as well as a macro-level phenomenon happens as part of hugely complex social systems. Understanding migration and its consequences therefore necessitates adopting a careful analytical approach using appropriate tools, such as agent-based models. Still, any model can only be specific to the question it attempts to answer. This chapter provides a general discussion of the key tenets related to modelling complex systems, followed by a review of the current state of the art in the simulation modelling of migration. The subsequent focus of the discussion on the key principles for modelling migration processes, and the context in which they occur, allows for identifying the main knowledge gaps in the existing approaches and for providing practical advice for modellers. In this chapter, we also introduce a model of migration route formation, which is subsequently used as a running example throughout this book.","[0.06108402, 0.0, 0.0, 0.0, 0.00051178, 0.0, 0.02794421, 0.0, 0.00842548, 0.0, 0.01515163, 0.01971249]",politics,"[9.99999e-01 1.00000e-06 1.00000e-06 1.00000e-06 1.00000e-06 1.00000e-06
 1.00000e-06 1.00000e-06 1.00000e-06 1.00000e-06 1.00000e-06 1.00000e-06]",politics,"[0.07083665, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03129643, 0.0, 0.01507553]",politics_and_economics,0.07083665,0.0,0.0,0.0,0.0,0.0,0.03129643,0.0,0.01507553,10,6,80,"{'neg': 0.0, 'neu': 0.955, 'pos': 0.045, 'compound': 0.4019}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.955,0.045,0.4019,0.0,1.0,0.0,0.0,2,
Towards More Realistic Models,"['Martin Hinsch', 'Jakub Bijak', 'Jason Hilton']",devoted presentation realistic version model risk rumour extends previous theoretical version route rumour including additional empirical experimental information following process described part ii book begin offering reflection integration five element modelling process followed detailed description risk rumour model differs previous version subsequently present selected result uncertainty sensitivity enabling u make inference information gap area potential collection present model calibration empirically grounded version model risk rumour reality way evaluate extent iterative modelling process enabled reduction uncertainty migrant route formation final part reflect model building process implementation,Chapter,,569,,1,1,0,0.0,2,"This chapter is devoted to the presentation of a more realistic version of the model, Risk and Rumours, which extends the previous, theoretical version (Routes and Rumours) by including additional empirical and experimental information following the process described in Part II of this book. We begin by offering a reflection on the integration of the five elements of the modelling process, followed by a more detailed description of the Risk and Rumours model, and how it differs from the previous version. Subsequently, we present selected results of the uncertainty and sensitivity analysis, enabling us to make further inference on the information gaps and areas for potential data collection. We also present model calibration for an empirically grounded version of the model, Risk and Rumours with Reality. In that way, we can evaluate to what extent the iterative modelling process has enabled a reduction in the uncertainty of the migrant route formation. In the final part of the chapter, we reflect on the model-building process and its implementation.","[0.03978112, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05121656, 0.00131925, 0.0, 0.0, 0.0, 0.03297033]",health_medicine,"[9.99999e-01 1.00000e-06 1.00000e-06 1.00000e-06 1.00000e-06 1.00000e-06
 1.00000e-06 1.00000e-06 1.00000e-06 1.00000e-06 1.00000e-06 1.00000e-06]",politics,"[0.0449222, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05883011, 0.0, 0.0]",health_medicine,0.0449222,0.0,0.0,0.0,0.0,0.0,0.05883011,0.0,0.0,4,6,85,"{'neg': 0.12, 'neu': 0.834, 'pos': 0.046, 'compound': -0.7096}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.12,0.834,0.046,-0.7096,0.0,1.0,0.0,0.0,3,
Enones from Acid Fluorides and Vinyl Triflates by Reductive Nickel Catalysis,"['Feng-Feng Pan', 'Peng Guo', 'Chun-Ling Li[...]', 'Xing-Zhong Shu']",nickel catalyzed reductive coupling acid fluoride vinyl triflates described method provides efficient access various enones avoids requirement acyl vinyl metallic reagent conventional approach reaction proceeds broad range acid fluoride cyclic vinyl triflates tolerating several functional group utility synthetic method demonstrated late stage modification pharmaceutical biologically active natural compound,Article,9.0,408,Jan 31,0,0,31,15.0,21,"A nickel-catalyzed reductive coupling between acid fluorides and vinyl triflates has been described. This method provides an efficient access to various enones and avoids the requirement for acyl or vinyl metallic reagents in the conventional approaches. The reaction proceeds with a broad range of acid fluorides and cyclic vinyl triflates, tolerating several functional groups. The utility of this synthetic method has been demonstrated by the late-stage modification of pharmaceuticals and biologically active natural compounds.","[0.00927032, 0.0, 0.0, 0.0, 0.0, 0.00845488, 0.0245456, 0.0, 0.00102017, 0.0, 0.00364974, 0.0]",health_medicine,"[1.00000000e-06 1.00000000e-06 1.00000000e-06 1.00000000e-06
 1.00000000e-06 1.34061847e-06 1.00000000e-06 1.00000000e-06
 1.00000000e-06 9.99999000e-01 1.00000000e-06 1.00000000e-06]",environment,"[0.00864168, 0.0, 0.0, 0.0, 0.0, 0.00932739, 0.02754596, 0.0, 0.00442896]",health_medicine,0.00864168,0.0,0.0,0.0,0.0,0.00932739,0.02754596,0.0,0.00442896,11,4,48,"{'neg': 0.032, 'neu': 0.819, 'pos': 0.149, 'compound': 0.743}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.032,0.819,0.149,0.743,0.0,1.0,0.0,0.0,4,329.0
Galectin-1 induces invasion and the epithelial-mesenchymal transition in human gastric cancer cells via non-canonical activation of the hedgehog signaling pathway,"['Yang Chong', 'Dong Tang', 'Jun Gao[...]', 'Daorong Wang']",galectin gal reported independent prognostic indicator poor survival gastric cancer overexpression gal enhances invasiveness gastric cancer cell however downstream mechanism gal promotes invasion remains unclear moreover function gal epithelial mesenchymal transition emt gastric cancer yet elucidated study observed gal expression upregulated positively associated metastasis emt marker human gastric cancer tissue specimen vitro study showed gal induced invasion emt phenotype activated non canonical hedgehog hh pathway gastric cancer cell line furthermore revealed gal modulated non canonical hh pathway increasing transcription glioma associated oncogene gli via smoothened smo independent manner upregulation gal strongly associated gastric cancer metastasis conclude gal promotes invasion emt gastric cancer cell via activation non canonical hh pathway suggesting gal could represent promising therapeutic target prevention treatment gastric cancer metastasis,Article,6.0,406,,1,1,34,17.0,103,"Galectin-1 (Gal-1) has been reported to be an independent prognostic indicator of poor survival in gastric cancer and overexpression of Gal-1 enhances the invasiveness of gastric cancer cells. However, the downstream mechanisms by which Gal-1 promotes invasion remains unclear. Moreover, the function of Gal-1 in the epithelial-mesenchymal transition (EMT) in gastric cancer has not yet been elucidated. In this study, we observed Gal-1 expression was upregulated and positively associated with metastasis and EMT markers in 162 human gastric cancer tissue specimens. In vitro studies showed Gal-1 induced invasion, the EMT phenotype and activated the non-canonical hedgehog (Hh) pathway in gastric cancer cell lines. Furthermore, our data revealed that Gal-1 modulated the non-canonical Hh pathway by increasing the transcription of glioma-associated oncogene-1 (Gli-1) via a Smoothened (SMO)-independent manner, and that upregulation of Gal-1 was strongly associated with gastric cancer metastasis. We conclude that Gal-1 promotes invasion and the EMT in gastric cancer cells via activation of the non-canonical Hh pathway, suggesting Gal-1 could represent a promising therapeutic target for the prevention and treatment of gastric cancer metastasis.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07076443, 0.0, 0.0, 0.0, 0.0, 0.0]",health_medicine,"[1.00000000e-06 1.00000000e-06 1.00000000e-06 1.00000000e-06
 1.00000000e-06 1.00000000e-06 9.99999000e-01 4.35899917e-06
 1.00000000e-06 1.00000000e-06 1.00000000e-06 9.99999000e-01]",child_family,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07632888, 0.0, 0.0]",health_medicine,0.0,0.0,0.0,0.0,0.0,0.0,0.07632888,0.0,0.0,20,7,121,"{'neg': 0.253, 'neu': 0.665, 'pos': 0.082, 'compound': -0.9853}","{'neg': 0.188, 'neu': 0.812, 'pos': 0.0, 'compound': -0.6597}",0.253,0.665,0.082,-0.9853,0.188,0.812,0.0,-0.6597,4,
"Efficacy of Perioperative Intercostal Analgesia via a Multimodal Analgesic Regimen for Chronic Post-Thoracotomy Pain During Postoperative Follow-Up: A Big-Data, Intelligence Platform-Based Analysis","['Yijin Yu', 'Lingyan Cui', 'Lu Qian[...]', 'Junran Xie']",background chronic post thoracotomy pain still obstacle lung cancer patient even le invasive surgical procedure unclear whether intercostal analgesia useful prevention postoperative chronic pain acute pain video assisted thoracoscopic surgery vat purpose study evaluate efficacy perioperative intercostal analgesia chronic pain via multimodal analgesic regimen vat month postoperative follow method identified case vat august august patient treated perioperative intercostal analgesia ropivacaine mg intercostal catheter every hour chest tube extubation ina group conventional analgesia preoperative ropivacaine mg incision con group numerical rating scale nrs neuropathic pain evaluated month post surgery follow postoperative adverse effect recorded result total patient ina group patient con group score nrs motion lower ina group postoperative day p occurrence chronic pain ina group con group postoperative month patient experienced increasing pain month occurrence considerable neuropathic pain id pain score ina group con group postoperative month difference found group occurrence numbness lower ina group v p pain symptom differ group incidence dizziness nausea vomiting atelectasis differen read,Article,1.0,343,Jul 7,1,1,0,0.0,2,"Background: Chronic post-thoracotomy pain is still an obstacle for lung-cancer patients even after less invasive surgical procedures. It is unclear whether intercostal analgesia is as useful in the prevention of postoperative chronic pain as it is for acute pain for video-assisted thoracoscopic surgery (VATS). The purpose of this study was to evaluate the efficacy of perioperative intercostal analgesia for chronic pain via a multimodal analgesic regimen for VATS during 6 months of postoperative follow-up. Methods: We identified 837 cases of VATS from August 2016 to August 2018. Patients were treated by perioperative intercostal analgesia with 0.75% ropivacaine 50 mg through the intercostal catheter every 8 hours until chest tube extubation (INA group) or conventional analgesia with preoperative 0.75% ropivacaine 50 mg at incision once (CON group). Numerical rating scale (NRS) and neuropathic pain were evaluated in 6 months of post-surgery follow-up. Postoperative adverse effects were recorded. Results: In total, there were 419 patients in INA group and 418 patients in CON group. Scores of NRS with motion was lower in INA group at 3 postoperative days (P = 0.032). Occurrence of chronic pain was 28.4% in INA group and 32.8% in CON group at 6 postoperative months, 10.6% of patients experienced increasing pain from 3 to 6 months. Occurrence of considerable neuropathic pain (ID pain score ≥ 2) was 2.1% in INA group and 3.1% in CON group at 6 postoperative months. No differences were found between the two groups. Occurrence of numbness was lower in INA group (6.7% vs 10.5%, P = 0.031), and other pain symptoms did not differ between the groups. The incidence of dizziness, nausea, vomiting and atelectasis was not differen
… Read more","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1034587, 0.0, 0.0, 0.0, 0.00193809, 0.0]",health_medicine,"[1.00000000e-06 1.00000000e-06 1.04575623e-06 1.00000000e-06
 1.00000000e-06 1.00000000e-06 1.00000000e-06 1.00000000e-06
 1.00000000e-06 1.00000000e-06 9.99999000e-01 9.99999000e-01]",women,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11199921, 0.0, 0.00207452]",health_medicine,0.0,0.0,0.0,0.0,0.0,0.0,0.11199921,0.0,0.00207452,24,14,158,"{'neg': 0.267, 'neu': 0.718, 'pos': 0.015, 'compound': -0.9928}","{'neg': 0.135, 'neu': 0.738, 'pos': 0.127, 'compound': -0.0516}",0.267,0.718,0.015,-0.9928,0.135,0.738,0.127,-0.0516,4,
An effective biphase system accelerates hesperidinase-catalyzed conversion of rutin to isoquercitrin,"['Jun Wang', 'An Gong', 'Cai-Feng Yang[...]', 'Fu-An Wu']",isoquercitrin rare natural ingredient several biological activity key precursor synthesis enzymatically modified isoquercitrin emiq enzymatic production isoquercitrin rutin catalyzed hesperidinase feasible however bioprocess hindered low substrate concentration long reaction time thus novel biphase system consisting bmim bf glycine sodium hydroxide ph v v glyceryl triacetate v v initially established isoquercitrin production biotransformation product identified using liquid chromatography mass spectrometry bonding mechanism enzyme substrate inferred using circular dichroism spectrum kinetic parameter highest rutin conversion isoquercitrin yield obtained h reaction route environmentally benign mild biphase system could reused substrate concentration increased fold reaction time reduced three tenth original time three dimensional structure hesperidinase changed biphase system α helix random content reduced β sheet content increased thus developed biphase system effectively strengthen hesperidinase catalyzed synthesis isoquercitrin high yield,Article,5.0,467,,1,1,19,10.0,421,"Isoquercitrin is a rare, natural ingredient with several biological activities that is a key precursor for the synthesis of enzymatically modified isoquercitrin (EMIQ). The enzymatic production of isoquercitrin from rutin catalyzed by hesperidinase is feasible; however, the bioprocess is hindered by low substrate concentration and a long reaction time. Thus, a novel biphase system consisting of [Bmim][BF4]:glycine-sodium hydroxide (pH 9) (10:90, v/v) and glyceryl triacetate (1:1, v/v) was initially established for isoquercitrin production. The biotransformation product was identified using liquid chromatography-mass spectrometry, and the bonding mechanism of the enzyme and substrate was inferred using circular dichroism spectra and kinetic parameters. The highest rutin conversion of 99.5% and isoquercitrin yield of 93.9% were obtained after 3 h. The reaction route is environmentally benign and mild, and the biphase system could be reused. The substrate concentration was increased 2.6-fold, the reaction time was reduced to three tenths the original time. The three-dimensional structure of hesperidinase was changed in the biphase system, which α-helix and random content were reduced and β-sheet content was increased. Thus, the developed biphase system can effectively strengthen the hesperidinase-catalyzed synthesis of isoquercitrin with high yield.","[0.00647972, 0.0, 0.00011457, 0.00159029, 0.00178113, 0.0, 0.04782007, 0.0, 0.01140344, 0.00074566, 0.0, 0.00581558]",health_medicine,"[1.00000e-06 1.00000e-06 1.00000e-06 1.00000e-06 1.00000e-06 9.99999e-01
 1.00000e-06 9.99999e-01 9.99999e-01 1.00000e-06 1.00000e-06 9.99999e-01]",criminology,"[0.0106043, 0.0, 0.00067486, 0.00211872, 0.00082419, 0.0, 0.05349813, 0.0, 0.0]",health_medicine,0.0106043,0.0,0.00067486,0.00211872,0.00082419,0.0,0.05349813,0.0,0.0,11,8,125,"{'neg': 0.016, 'neu': 0.839, 'pos': 0.145, 'compound': 0.9287}","{'neg': 0.0, 'neu': 0.763, 'pos': 0.237, 'compound': 0.4767}",0.016,0.839,0.145,0.9287,0.0,0.763,0.237,0.4767,4,
"Luminescence property, energy transfer and thermal stability of Sr6Ca4(PO4)6F2:Ce3+, Tb3+, Sm3+ for white light emitting diodes","['Yuebin Li', 'Zhijun Wang', 'Zhipeng Wang[...]', 'Panlai Li']",series sr ca po f ce³ tb³ sm³ prepared high temperature solid state method ce³ tb³ sm³ single doped sr ca po f produce blue green red emission ultraviolet excitation respectively however emission intensity tb³ sm³ relatively weak due forbidden transition order achieve white light spectral property decay curve sr ca po f ce³ tb³ sm³ measured energy transfer ce³ tb³ ce³ sm³ tb³ sm³ demonstrated importantly single phase white emitting phosphor sr ca po f ce³ tb³ sm³ obtained energy transfer,Article,9.0,407,,0,0,2,1.0,8,"Series of Sr6Ca4(PO4)6F2:Ce³⁺, Tb³⁺, Sm³⁺ are prepared by a high temperature solid state method. Ce³⁺, Tb³⁺ or Sm³⁺ single-doped Sr6Ca4(PO4)6F2 can produce blue, green and red emission under ultraviolet excitation, respectively. However, the emission intensities of Tb³⁺ and Sm³⁺ are relatively weak due to their forbidden transition. In order to achieve white light, the spectral property and decay curves of Sr6Ca4(PO4)6F2:Ce³⁺/Tb³⁺/Sm³⁺ are measured, not only the energy transfer of Ce³⁺-Tb³⁺, Ce³⁺-Sm³⁺ and Tb³⁺-Sm³⁺ was demonstrated, importantly, but also the single-phase white emitting phosphor Sr6Ca4(PO4)6F2:0.14Ce³⁺, 0.07Tb³⁺,0.13Sm³⁺ was obtained by the energy transfer.","[0.00827364, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01982822, 0.0, 0.0, 0.00016427, 0.0, 0.0]",health_medicine,"[9.99999000e-01 1.00000000e-06 9.99999000e-01 1.00000000e-06
 1.00000000e-06 1.00000000e-06 1.00000000e-06 1.00000000e-06
 1.00000000e-06 2.19606203e-06 1.00000000e-06 1.00000000e-06]",politics,"[0.0080484, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02206744, 0.0, 0.0]",health_medicine,0.0080484,0.0,0.0,0.0,0.0,0.0,0.02206744,0.0,0.0,25,4,82,"{'neg': 0.224, 'neu': 0.627, 'pos': 0.149, 'compound': -0.891}","{'neg': 0.0, 'neu': 0.877, 'pos': 0.123, 'compound': 0.2732}",0.224,0.627,0.149,-0.891,0.0,0.877,0.123,0.2732,4,
