title,authers,abstract,type,date_pub,journal,date_added,figuers,full_text,citation,interest,reads,detect,topic_dist,main_topic,social_work,politics,environment,women,education,criminology,finances,child_abuse,politics_immigration,health_and_medicine,covid,economy,abstract_sent,title_sent,a_neg,a_neu,a_pos,a_compound,t_neg,t_neu,t_pos,t_compound,t_length,a_length_w,a_length_s,authers_num,date_days
“It is their job to make sure that the long-term vision for the show … stays intact”: Using insights from the television format industry to rethink the concept of media events,['Michael Skey'],concept medium event continues generate widespread debate among scholar around globe study challenged concept functionalist foundation undoubtedly sharpened thinking conversely approach sought expand concept tend confuse rather clarify argue event planned anticipated involve external organization design demand specific set analytical tool furthermore draw distinction one event cyclical nature latter theorized using insight study television format industry approach focus much needed attention production side medium event also struggle different interest group right holder event host medium producer illustrate argument drawing upon ethnographic material eurovision song contest,Article,2020.0,77,,0,1,0,0.0,16,en,"[0.         0.08406025 0.03263375 0.         0.         0.00251773
 0.         0.00066039 0.05502283 0.00885611 0.03881847 0.        ]",politics,0.0,0.08406025075347032,0.03263375333723438,0.0,0.0,0.00251772539279469,0.0,0.0006603886605982228,0.055022827388336595,0.008856114335871681,0.03881847258348328,0.0,"{'neg': 0.127, 'neu': 0.817, 'pos': 0.056, 'compound': -0.5719}","{'neg': 0.0, 'neu': 0.867, 'pos': 0.133, 'compound': 0.5106}",0.127,0.817,0.056,-0.5719,0.0,0.867,0.133,0.5106,34,85,1,1,
Inequities in Children's Reading Skills: The Role of Home Reading and Preschool Attendance,"['Sharon Goldfeld', 'Margarita Moreno-Betancur', 'Shuaijun Guo[...]', ""Meredith O'Connor""]",objective child socioeconomically disadvantaged background poorer learning outcome inequity significant public health issue tracking forward adverse health outcome adulthood examined potential reduce socioeconomic gap child reading skill increasing home reading preschool attendance amongst disadvantaged child method drew nationally representative birth cohort longitudinal study australian child n examine impact socioeconomic disadvantage year child reading skill year interventional effect approach applied estimate extent improving level home reading year preschool attendance year socioeconomically disadvantaged child commensurate advantaged peer could potentially reduce socioeconomic gap child reading skill result socioeconomically disadvantaged child higher risk poor reading outcome compared advantaged peer absolute risk difference ci result suggest improving disadvantaged child home reading preschool attendance level advantaged peer could eliminate socioeconomic gap reading skill respectively however large socioeconomic gap would remain disadvantaged child maintaining ci higher risk poor reading outcome absolute term conclusion clear socioeconomic disparity child reading skill late childhood finding suggest intervention improve home reading preschool atte read,Article,2021.0,4,May 2,0,0,0,1.0,36,en,"[0.         0.         0.         0.         0.         0.
 0.         0.31970904 0.         0.00668002 0.         0.        ]",child_abuse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3197090421825282,0.0,0.006680019140994462,0.0,0.0,"{'neg': 0.194, 'neu': 0.686, 'pos': 0.12, 'compound': -0.9186}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.194,0.686,0.12,-0.9186,0.0,1.0,0.0,0.0,15,153,1,4,
Perpetuating ableist constructions of the “real world” through complaints about new communication technologies,"['Elizabeth S. Parks', 'Jessica Sarah Robles']",complaint new communication technology frequent public discourse work within broader assemblage discourse promote selective ideology people produce complaint might act complaining promote equity daily life analyse complaint taken hour video recorded dialogue argue complaint discourse relationship new communication technology people expected embodied functioning idealized participation reconstitutes perpetuates broader ableist discourse preferred engagement real world identifying intertextuality two different topical discourse expand understanding reification cross cutting ableist discourse promote inclusive language,Article,2021.0,256,Apr 17,0,0,1,0.0,11,en,"[0.01683585 0.04882809 0.02025436 0.00836298 0.01035388 0.01620013
 0.         0.00359556 0.00641842 0.         0.00799744 0.        ]",politics,0.016835845384129983,0.04882809162989719,0.02025436064288889,0.00836297840187402,0.01035387641572679,0.01620013423327854,0.0,0.003595555254713603,0.006418422958748556,0.0,0.007997436422720756,0.0,"{'neg': 0.166, 'neu': 0.652, 'pos': 0.182, 'compound': 0.5267}","{'neg': 0.184, 'neu': 0.816, 'pos': 0.0, 'compound': -0.4019}",0.166,0.652,0.182,0.5267,0.184,0.816,0.0,-0.4019,15,70,1,2,253.0
‘Malaysia belongs to the Malays’ ( Malaysia ni Melayu Punya! ): Categorising ‘us’ and ‘them’ in Malaysia’s mainstream Malay-language newspapers,['Siti Nurnadilla Mohamad Jamil'],malaysia th general election henceforth ge final election longest serving elected government world barisan nasional bn regained power ousted six decade authoritarian rule country practises parliamentary democracy simultaneously observed close cooperation ruling coalition mainstream press show micro politics driving force coalition united malay national organisation umno specifically anxiety regarding maintenance privileged empowered malay position dominated national narrative ge campaign focusing editorial journalistic genre four paid malay language newspaper illustrate typical politics fear characterises much malaysian right wing rhetoric way racial religion issue provoked depth representational analysis via discourse historical approach dha nomination predication strategy also suggests normalisation nationalistic racist rhetoric primarily work fear fear change loss privilege future race principle almost anything constructed threat u imagined homogenous people inside well protected territory discursive construction group group,Article,2020.0,84,Apr 17,0,0,1,0.0,32,en,"[0.00406489 0.10707865 0.00189253 0.01542288 0.         0.
 0.         0.00150795 0.00169726 0.         0.01258069 0.00073947]",politics,0.004064890972793864,0.10707864597913941,0.001892525108968094,0.015422882625434469,0.0,0.0,0.0,0.001507949323410785,0.0016972569571892426,0.0,0.012580685162847032,0.000739469401852461,"{'neg': 0.154, 'neu': 0.757, 'pos': 0.089, 'compound': -0.8637}","{'neg': 0.147, 'neu': 0.853, 'pos': 0.0, 'compound': -0.4753}",0.154,0.757,0.089,-0.8637,0.147,0.853,0.0,-0.4753,30,126,1,1,253.0
"The space of media usage in Finland, 2007 and 2018: The impact of online activities on its structure and its association with sociopolitical divisions","['Semi Purhonen', 'Adrián Leguina', 'Riie Heikkilä']",nordic country beyond exists lack longitudinal population level focused sociopolitical polarisation proliferation new online activity context changing medium usage examine medium usage finland two nationally representative survey n n make comparison time include wide set medium usage indicator applying multiple correspondence analysis ass impact proliferation online activity structure space medium usage examine whether association medium usage sociopolitical division become sharply pronounced result suggest stability structure medium rather dramatic change discus result reflecting relatively strong persistence traditional model stratification digital cultural consumption medium practice,Article,2021.0,279,Apr 16,1,1,1,3.0,56,en,"[0.         0.01379971 0.03474063 0.         0.00903161 0.
 0.         0.         0.0112597  0.00702142 0.16036532 0.        ]",covid,0.0,0.013799714386568929,0.03474062591210642,0.0,0.009031608333974829,0.0,0.0,0.0,0.011259701529103472,0.007021415716114719,0.1603653244367775,0.0,"{'neg': 0.065, 'neu': 0.868, 'pos': 0.067, 'compound': 0.0258}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.065,0.868,0.067,0.0258,0.0,1.0,0.0,0.0,26,83,1,3,254.0
Cosmopolitanism in Hard Times,"['Sylvie Mesure', 'Delphine Pagès-El Karoui', 'Camille Schmoll[...]', 'Vincenzo Cicchelli']",reference book provides reader exhaustive array epistemological theoretical empirical exploration related field cosmopolitanism study considers cosmopolitan perspective rather relevant approach understanding major issue related globalization subfield global study unique contribution conceptualizing establishing experiencing challenging cosmopolitanism seizes paradoxical dialectic opening closing enlightenment counter enlightenment hope despair work global world volume whole insists moral intellectual structural historical resource still make cosmopolitanism real possibility wishful thinking even hard time contributor include john agnew daniele archibugi paul bagguley esperança bielsa estevão bosco stéphane chauvier daniel chernilo vincenzo cicchelli vittoriocotesta stéphane dufoix david held robert holton yasmin hussain david inglis lauren langman pietro maffettone sylvie mesure magdalena nowicka sylvie octobre delphine pagès el karaoui massimo pendenza alain policar frédéric ramel laurence roulleau berger hiro saito camille schmoll bryan turner clive walker daniel j whelan,Book,2020.0,400,Mar 26,0,1,0,5.0,106,en,"[0.00018772 0.05627564 0.0059951  0.         0.00860653 0.
 0.0008017  0.00194605 0.         0.00055853 0.00894745 0.00057246]",politics,0.00018771985366809388,0.056275636275708495,0.005995099706468096,0.0,0.008606526460864327,0.0,0.0008017045005458817,0.001946052586003201,0.0,0.0005585282145797793,0.008947448591353992,0.0005724584074331464,"{'neg': 0.038, 'neu': 0.89, 'pos': 0.071, 'compound': 0.6705}","{'neg': 0.318, 'neu': 0.682, 'pos': 0.0, 'compound': -0.1027}",0.038,0.89,0.071,0.6705,0.318,0.682,0.0,-0.1027,4,129,1,4,275.0
"Facilitativeness, Conflict, Demand for Approval, Self-Esteem, and Satisfaction With Romantic Relationships",['Duncan Cramer'],study examination extent satisfaction main current romantic relationship associated negative conflict demand approval self esteem facilitative condition unconditional regard empathy congruence one condition proposed important determinant relationship satisfaction various relationship enhancement approach behavioral marital therapy cognitive behavioral marital therapy college student woman men completed hendrick relationship satisfaction scale measure negative conflict formulated author r g jones demand approval scale modified particular relationship rosenberg self esteem scale shortened modified version g barrett lennard relationship inventory relationship satisfaction strongly related level regard empathy consistent approach relationship emphasize empathy training,Article,2003.0,374,Mar 24,0,1,56,30.0,358,en,"[0.00154077 0.01165226 0.02205158 0.03365027 0.04445738 0.
 0.01326712 0.00202548 0.00200157 0.03543635 0.0055662  0.        ]",education,0.0015407655926987659,0.011652264498915748,0.022051579022953672,0.03365027362294247,0.04445737891743683,0.0,0.013267122538125469,0.0020254763762231963,0.0020015682875540544,0.035436348752908325,0.00556619674124334,0.0,"{'neg': 0.138, 'neu': 0.626, 'pos': 0.236, 'compound': 0.8625}","{'neg': 0.205, 'neu': 0.324, 'pos': 0.47, 'compound': 0.7096}",0.138,0.626,0.236,0.8625,0.205,0.324,0.47,0.7096,15,87,1,1,277.0
The Continued Domination of Western Journalists in Global African News Telling: The Imperatives and Implications,['Chikaire Ezeru'],report africa british press longitudinal study aimed addressing issue applied content analysis methodology four british national newspaper sample duration spanned uncovered western journalist consistently dominated reportage africa without exception throughout sample period apart western journalist journalist source involved medium coverageafrican local journalist afro western journalist joint journalist news agency african report insignificantly used also study revealed news agency african report continuous decline therefore domination british press coverage africa year western journalist result portrayal africa imbalanced single prism westernised perspective thereby resulting poor coverage africa spread ignorance continent global audience hamper tourism western business investment africa study concludes report africa uk press embedded neo colonialism white hegemony inequality,Article,2021.0,400,Mar 16,0,0,1,0.0,10,en,"[0.         0.02829656 0.         0.00442181 0.         0.
 0.00239499 0.00156479 0.         0.01337339 0.06406542 0.03862731]",covid,0.0,0.02829655561053152,0.0,0.004421808273670728,0.0,0.0,0.002394994752189978,0.001564793610009931,0.0,0.013373387784690568,0.06406542368948659,0.03862730740011555,"{'neg': 0.061, 'neu': 0.939, 'pos': 0.0, 'compound': -0.7003}","{'neg': 0.079, 'neu': 0.921, 'pos': 0.0, 'compound': -0.0516}",0.061,0.939,0.0,-0.7003,0.079,0.921,0.0,-0.0516,16,107,1,1,285.0
YOT Talk: Examining the communicative influences on children's engagement with youth justice assessment processes,"['Stephen Case', 'Nuria Lorenzo-Dus', 'Ralph Morton']",present evidence based analysis communicative influence childrens engagement youth justice system england wale multidisciplinary criminologistlinguist yot talk project utilized svalbergs dimension engagement cognitive affective augmented behavioural explore enablers barrier childrens engagement youth justice assessment process tripartite mixed methodology observation assessment interview questionnaire child youth justice system youth justice practitioner focus group practitioner implemented across three youth offending team england wale analysis synergized method conversation analysis corpus linguistics finding inform recommendation refocusing youth justice assessment staff training facilitating childrens communicative engagement enhancing enablers removing minimizing barrier finding recommendation challenge asymmetrical adult centric power dynamic assessment interview challenge perception childrens communicative deficit irreconcilable barrier effective assessment,Article,2021.0,122,Mar 9,0,1,1,0.0,12,en,"[0.02993089 0.00410576 0.15795948 0.         0.00519465 0.
 0.         0.06835101 0.         0.         0.         0.        ]",environment,0.02993088911848251,0.004105760803883472,0.15795947587149048,0.0,0.005194654795826684,0.0,0.0,0.06835100500793953,0.0,0.0,0.0,0.0,"{'neg': 0.078, 'neu': 0.643, 'pos': 0.279, 'compound': 0.9794}","{'neg': 0.0, 'neu': 0.652, 'pos': 0.348, 'compound': 0.7506}",0.078,0.643,0.279,0.9794,0.0,0.652,0.348,0.7506,16,104,1,3,
"Speaking out against everyday sexism: Gender and epistemics in accusations of ""mansplaining""","['Jack Joyce', 'Bogdana Huma', 'Hanna-L. Ristimäki[...]', 'Ann Doehring']",configuration panellist accusation,Article,2021.0,130,Feb 5,1,1,5,,346,en,"[0.00104714 0.         0.         0.         0.         0.
 0.         0.         0.         0.00134726 0.         0.        ]",health_and_medicine,0.0010471402856844746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013472620280626554,0.0,0.0,"{'neg': 0.5, 'neu': 0.5, 'pos': 0.0, 'compound': -0.25}","{'neg': 0.173, 'neu': 0.827, 'pos': 0.0, 'compound': -0.3182}",0.5,0.5,0.0,-0.25,0.173,0.827,0.0,-0.3182,15,3,1,4,
Angelo Soliman: desecrated bodies and the spectre of Enlightenment racism,"['Iris Wigger', 'Spencer Hadley']",soliman representation noble moor,Article,2020.0,313,Jan 18,1,1,1,,200,en,"[0.         0.00308954 0.00390832 0.00866064 0.         0.
 0.         0.         0.         0.         0.         0.        ]",women,0.0,0.0030895405825133175,0.00390832196038774,0.008660635684452524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.4588}","{'neg': 0.313, 'neu': 0.687, 'pos': 0.0, 'compound': -0.6249}",0.0,0.5,0.5,0.4588,0.313,0.687,0.0,-0.6249,11,4,1,2,342.0
"Who Can Represent the Nation? Elite Athletes, Global Mega Events and the Contested Boundaries of National Belonging","['Joost Jansen', 'Michael Skey']",plastic brit debate versus actual foreign born athlete,Article,2020.0,347,"Dec 20, 2020",1,1,0,,44,en,"[0.         0.0232189  0.         0.00640883 0.         0.
 0.         0.00387694 0.         0.         0.         0.        ]",politics,0.0,0.023218904920744316,0.0,0.006408828584912119,0.0,0.0,0.0,0.0038769431863181288,0.0,0.0,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,19,8,1,2,371.0
"Introduction: Social Media, Politics and Democracy in Post-transition Central and Eastern Europe","['Pawel Surowiec', 'Václav Štětka']",level democratisation among state discussed volume,Chapter,2018.0,400,,1,1,2,,711,en,"[0.         0.05953136 0.         0.         0.00927089 0.
 0.         0.         0.         0.01313426 0.01074013 0.        ]",politics,0.0,0.059531359140456694,0.0,0.0,0.00927088808267804,0.0,0.0,0.0,0.0,0.013134256991125866,0.010740128035841429,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,14,6,1,2,
The data-driven personalisation of insurance,['Liz Mcfall'],abstract driven technique personalising insurance application new technique last decade welcomed quarter mean disrupting unpopular industry quarter disruption seen threat solidaristic risk spreading principle underlying socialised lesser extent privatised insurance model risk determined behaviour individual rather membership pool far reaching implication fairness non discrimination defined regulated insurance practice yet public debate topic hampered confusion meant personalisation limited understanding role existing insurtech innovation play assessing risk clarify issue review two recent controversial case self tracking interactive health life insurance customer facing ai lemonade inc non life u based insurtech company,Conference Paper,,400,4d ago,0,1,0,0.0,7,en,"[0.0162907  0.05673395 0.         0.00436357 0.         0.
 0.         0.0040094  0.00017173 0.02586609 0.02572374 0.        ]",politics,0.016290703719828697,0.0567339474846042,0.0,0.004363569036877609,0.0,0.0,0.0,0.004009403994034612,0.0001717250267306516,0.025866087366889657,0.025723741416471397,0.0,"{'neg': 0.173, 'neu': 0.716, 'pos': 0.111, 'compound': -0.6705}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.173,0.716,0.111,-0.6705,0.0,1.0,0.0,0.0,5,89,1,1,4.0
Performance evaluation of hybrid routing protocols against network layer attacks in MANET,"['Apoorva Chandra', 'Sanjeev Thakur']",simulates evaluates performance zone routing protocol zrp hybrid wireless mesh protocol hwmp adhoc demand distance vector protocol aodv black hole gray hole jellyfish reordering attack inversely affect functionality protocol although manet numerous protocol improvised algorithm never tested numerous network layer attack performance evaluation done quantitatively represented fact specific routing protocol fast secure transmission network scenario protocol used acquire structural change network scenario mobile node open security attack due changing network structure open communication channel simulated protocol used recently mobile device based proactive reactive hybrid protocol behaviour exhibit particular node structure vulnerability exhibit,Conference Paper,,400,4d ago,0,0,9,4.0,23,en,"[0.003645   0.01271036 0.01322537 0.00353475 0.00057974 0.
 0.00140897 0.         0.00132927 0.02921638 0.00736748 0.0056921 ]",health_and_medicine,0.0036449952001742876,0.012710359704393942,0.013225366682636644,0.003534752559369769,0.0005797414681371336,0.0,0.0014089676173082153,0.0,0.0013292657208864014,0.029216383626425847,0.007367484817642671,0.005692104433162727,"{'neg': 0.122, 'neu': 0.805, 'pos': 0.073, 'compound': -0.6249}","{'neg': 0.209, 'neu': 0.791, 'pos': 0.0, 'compound': -0.4404}",0.122,0.805,0.073,-0.6249,0.209,0.791,0.0,-0.4404,12,92,1,2,4.0
Corporate Social Responsibility in the Development of China’s Rural Education: A Case Study of Two Counties in Anhui Province,"['Jingbo Hua', 'Natalie Wong']",took new stakeholder business tongcheng huaining two city anhui province china case comparative study analyse role corporate responsibility csr supporting education china rural area primarily used interview subject local education bureau rural school related corporation study suggests csr promoted rural education tongcheng huaining various channel including foundation local ngo government agency direct involvement however csr involvement highly vulnerable owing lack institutionalization formalization csr behaviour additionally inappropriate administrative practice government unreliable channel distribution fund impediment csr study demonstrates csr rapidly developing concept china strong untapped potential improve rural education current obstacle removed,Article,0.0,72,5d ago,1,1,0,0.0,92,en,"[0.0090836  0.07431171 0.         0.         0.05486065 0.
 0.00332973 0.00250862 0.         0.010851   0.00151754 0.0046534 ]",politics,0.009083597131118495,0.07431171071894101,0.0,0.0,0.054860647421063426,0.0,0.0033297273092157812,0.002508622731845644,0.0,0.010850997856303819,0.0015175417465867554,0.004653402536582446,"{'neg': 0.07, 'neu': 0.814, 'pos': 0.115, 'compound': 0.6852}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.07,0.814,0.115,0.6852,0.0,1.0,0.0,0.0,22,91,1,2,5.0
‘You just prefer to die early!’: how socioecological context impedes treatment for people living with HIV in Iran,"['Vira Ameli', 'Leila Taj', 'Jane Barlow[...]', 'Minoo Mohraz']",introduction despite low prevalence hiv broad provision antiretroviral therapy middle east north africa mena remains region new hiv infection aid related death declining dearth evidence mena antiretroviral therapy engagement qualitative study sought identify way successful treatment hindered iran home hiv infection mena method august january used purposive sampling conducted individual interview focus group discussion female male patient addition individual interview hiv care provider focus group discussion care provider constructivism augmented realist informed thematic analysis used understand socioecological context trigger cognitive affective mechanism disrupt antiretroviral therapy result thematic network analysis resulted identification three key cognitive affective mechanism appear shape treatment experience triggered via hiv socioecological context changing economic condition iran denial response societal negative perception hiv fear response societal lack awareness regarding hiv misinformation despair response hiv related stigma enacted discrimination economic insecurity support conclusion knowledge first study within mena identify pathway successful treatment hindered appears lack societal awareness regarding hiv specific low prevalence setting mena country nega read,Article,1.0,56,6d ago,0,1,0,0.0,25,en,"[0.03896831 0.01717061 0.         0.01344605 0.         0.
 0.00536082 0.         0.00428858 0.07655908 0.00230959 0.01337889]",health_and_medicine,0.038968305201064604,0.017170608796229236,0.0,0.01344604607549463,0.0,0.0,0.00536082233984788,0.0,0.00428858470081762,0.07655908349325799,0.0023095893136096325,0.013378891799882235,"{'neg': 0.137, 'neu': 0.74, 'pos': 0.123, 'compound': -0.416}","{'neg': 0.198, 'neu': 0.802, 'pos': 0.0, 'compound': -0.636}",0.137,0.74,0.123,-0.416,0.198,0.802,0.0,-0.636,22,158,1,4,6.0
What roles for viruses in origin of life scenarios?,['Gladys Kostyrka'],important role origin life ol scenario still attributed virus yet strict dependence virus cell multiplication widely acknowledged since first decade th century could virus play critical role ol life relies cellular organization virus defined parasite cell word could virus play role emergence cellular life existence cell prerequisite existence virus investigates issue describes past current ol scenario conferring virus important role thereby completing work historian science physician scott podolsky identified three major role virus past ol scenario objection raised present ol scenario conferring virus important role discussed argue disagreement concerning role virus ol scenario stem different concept life virus scientist defend investigating role virus ol scenario help identifying different way define life context ol theorizing also offer opportunity better understand virus could conceptualized relevance replication first versus metabolism first dichotomy ol theorizing briefly discussed,Article,6.0,354,6d ago,1,0,12,6.0,37,en,"[0.         0.06224585 0.         0.00113821 0.00587689 0.
 0.         0.00228195 0.         0.01589545 0.01258948 0.00189282]",politics,0.0,0.06224584713882648,0.0,0.001138211014217749,0.005876893490944563,0.0,0.0,0.002281945187530443,0.0,0.01589544745415374,0.012589477068165406,0.001892815063571463,"{'neg': 0.049, 'neu': 0.825, 'pos': 0.126, 'compound': 0.8555}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.049,0.825,0.126,0.8555,0.0,1.0,0.0,0.0,10,133,1,1,6.0
Understanding viruses: Philosophical investigations,"['Thomas Pradeu', 'Gladys Kostyrka', 'John Dupré']",virus virtually absent philosophy biology editorial introduction explain think virus philosophically important focus six issue definition virus individuality diachronic identity virus possibility classify virus specie question whether virus living question whether virus organism finally biological role virus ecology evolution show relate classic question philosophy biology even general philosophy,Article,6.0,354,,1,1,36,24.0,3,en,"[0.         0.05533541 0.         0.         0.00085397 0.
 0.         0.         0.         0.00145403 0.01829649 0.        ]",politics,0.0,0.05533541259561893,0.0,0.0,0.0008539740965869144,0.0,0.0,0.0,0.0,0.0014540348706292379,0.018296487652265565,0.0,"{'neg': 0.0, 'neu': 0.963, 'pos': 0.037, 'compound': 0.2023}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.963,0.037,0.2023,0.0,1.0,0.0,0.0,5,48,1,3,
From obstacle to lynchpin: the evolution of the role of bacteriophage lysogeny in defining and understanding viruses,"['Gladys Kostyrka', 'Neeraja Sankaran']",phenomenon bacteriophage lysogeny played vital role understanding nature virus generally discovered phenomenon first wielded discoverer challenge idea bacteriophage might autonomous infectious agent exogenous origin namely virus lysogeny come understood key mechanism bacteriophage interacted bacterial host consider history status bacteriophage lysogeny obstacle lynchpin conceiving virus paying particular attention contribution eugène élisabeth wollman macfarlane burnet andré lwoff effecting transition lwoff often acknowledged author modern virus concept also retraces precise experimental theoretical technical pathway led collaborator study lysogeny construction said concept discus lwoff virus concept widening impact idea special consideration lysogeny helped revolutionise understanding virushost cell relationship tumour virus,Article,0.0,280,,0,0,1,0.0,13,en,"[0.         0.07378903 0.00627392 0.         0.00258993 0.
 0.         0.         0.00276524 0.00416609 0.00598513 0.        ]",politics,0.0,0.07378902623799576,0.006273921599329046,0.0,0.0025899296148616273,0.0,0.0,0.0,0.002765241372107351,0.0041660899464502936,0.005985126729516362,0.0,"{'neg': 0.024, 'neu': 0.891, 'pos': 0.084, 'compound': 0.6249}","{'neg': 0.135, 'neu': 0.865, 'pos': 0.0, 'compound': -0.3612}",0.024,0.891,0.084,0.6249,0.135,0.865,0.0,-0.3612,18,96,1,2,
"Zooming in on risk- Insurtech, big data and the business of disruption",['Liz Mcfall'],abstract purpose built insurance architecture commissioned convey message strength solidity mythological antiquity reproduced corporate graphic identity print paraphernalia letterhead advertisement souvenir calendar play insurance architecture promotional strategy architecture promotional role targeted audience explores changing relationship insurance building insurance brand capital property investment strategy considers business property investment propelled work big insurer shaping urban environment twentieth century trace began change century closed ascendance tech industry emergence insurtech accompanied change role architecture play insurance architecture interior design still play central role branding insurtech start ups insurtech branch legacy insurer convey lightness agility creativity informality change line signature big tech aesthetic valley le city designed evoke innovation disruption narrative targeted investor much consumer,Preprint,,400,7d ago,0,1,0,0.0,5,en,"[0.00120501 0.05015246 0.00113868 0.         0.         0.00227975
 0.01356585 0.00158698 0.         0.00195292 0.02411042 0.00019466]",politics,0.0012050119732973067,0.050152460383234974,0.0011386753233844414,0.0,0.0,0.0022797494194198823,0.013565845375585936,0.001586983731325653,0.0,0.001952920789757927,0.024110418555324312,0.00019465526156288757,"{'neg': 0.021, 'neu': 0.851, 'pos': 0.129, 'compound': 0.9022}","{'neg': 0.315, 'neu': 0.685, 'pos': 0.0, 'compound': -0.5574}",0.021,0.851,0.129,0.9022,0.315,0.685,0.0,-0.5574,13,110,1,1,7.0
Accelerating Sustainable Development Goals for South African adolescents from high HIV prevalence areas a longitudinal path analysis,"['Franziska Meinck', 'Frederick Orkin', 'Lucie Cluver']",background adolescent experience multitude vulnerability need addressed order achieve sustainable development goal sdgs sub saharan africa adolescent experience high burden hiv violence exposure poverty poor mental physical health study aimed identify intervention circumstance associated three target accelerator within multiple sdgs relating hiv affected adolescent examine cumulative effect outcome method prospective longitudinal adolescent randomly selected census enumeration area two province hiv prevalence carried used examine six hypothesized accelerator positive parenting parental monitoring free schooling teacher support food sufficiency hiv negative asymptomatic caregiver targeting twelve outcome across four sdgs using multivariate multiple outcome path model correlated outcome controlling outcome baseline socio demographic study corrected multiple hypothesis testing tested measurement invariance across sex percentage predicted probability occurrence outcome presence significant accelerator also calculated result sample mean age year baseline female positive parenting parental monitoring food sufficiency aid free caregiver variously associated reduction ten outcome model gender invariant aid free caregiver associated largest reduction combination accelerator resulted percentage reduction risk conclusion positive parenting parental mo read,Article,1.0,38,Nov 11,1,1,0,1.0,21,en,"[0.00982197 0.         0.         0.00652271 0.00698835 0.0091025
 0.00721796 0.06992078 0.         0.08595103 0.00319119 0.06165451]",health_and_medicine,0.009821971745894395,0.0,0.0,0.006522712512405816,0.006988351193742817,0.009102499288251383,0.00721795985642456,0.06992077681515112,0.0,0.08595102963666114,0.00319119386294005,0.0616545058120085,"{'neg': 0.117, 'neu': 0.753, 'pos': 0.13, 'compound': 0.5423}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.117,0.753,0.13,0.5423,0.0,1.0,0.0,0.0,17,162,1,3,45.0
Exploring the willingness to adopt rapid diagnostic tests to improve antimicrobial medicine use amongst Tanzanian livestock farmers,"['Vera Florida Mugittu', 'Henry Buller', 'Ann Bruce']",deal challenge addressing antimicrobial resistance resource poor country explores possibility using rapid diagnostic test improve animal health management treatment particularly situation laboratory veterinary infrastructure limited using undertaken three composite variable e perceived usefulness compatibility existing practice ease derived model technological acceptance diffusion innovation theory used analyse perceived characteristic value rapid diagnostic test device farmer result suggest smallholder farmer willingness adopt test provided affordable easy suitable local condition common referential mobile phone test potential improve antibiotic used smallholder farm likely instigate general improvement treatment decision made without necessarily reducing unnecessary antimicrobial adoption may also imply diminishing need traditional veterinary service thus making farmer self sufficient animal health care farmer also seem concerned false negative leading sick animal missing vital treatment false positive drug administered healthy animal overall promoting rapid diagnostic test technology inevitably call new control regulation,Article,1.0,195,Nov 10,0,0,0,,0,en,"[0.02751728 0.02115116 0.         0.         0.         0.00165356
 0.         0.         0.01074401 0.09530846 0.         0.02191842]",health_and_medicine,0.027517275116228073,0.021151155758629085,0.0,0.0,0.0,0.0016535622393173486,0.0,0.0,0.01074401442216588,0.09530845718670194,0.0,0.02191841770459773,"{'neg': 0.083, 'neu': 0.661, 'pos': 0.256, 'compound': 0.9764}","{'neg': 0.0, 'neu': 0.676, 'pos': 0.324, 'compound': 0.6908}",0.083,0.661,0.256,0.9764,0.0,0.676,0.324,0.6908,17,136,1,3,46.0
What is the main cause of conflict between Israel and Palestine? Whom do you view as the rightful owners of the land in question?,['Faithy Ngaira'],main cause conflict israel palestine view rightful owner land question,Article,,400,Nov 10,0,1,0,0.0,5,en,"[0.         0.05434875 0.00048651 0.         0.00291821 0.
 0.         0.         0.         0.00090248 0.         0.        ]",politics,0.0,0.054348746262550734,0.0004865121223555451,0.0,0.0029182119689867753,0.0,0.0,0.0,0.0,0.0009024828308961067,0.0,0.0,"{'neg': 0.204, 'neu': 0.796, 'pos': 0.0, 'compound': -0.3182}","{'neg': 0.104, 'neu': 0.896, 'pos': 0.0, 'compound': -0.3939}",0.204,0.796,0.0,-0.3182,0.104,0.896,0.0,-0.3939,26,10,1,1,46.0
